date,Time,NO2 (µg/m³),Globalstrahlung (W/m²),Temperatur (°C),Windgeschwindigkeit (m/s),Windrichtung (°),hour,uhrzeit
04-16 07:30-00,2020-04-16 07:30:00,37.2,99.0,10.780000000000001,0.74,201.4,07:30:00,7
04-16 08:00-00,2020-04-16 08:00:00,38.86,157.6,11.42,1.04,210.6,08:00:00,8
04-16 08:30-00,2020-04-16 08:30:00,30.5,281.0,12.52,0.9600000000000002,153.2,08:30:00,8
04-16 09:00-00,2020-04-16 09:00:00,27.440000000000005,344.2,13.5,1.28,176.4,09:00:00,9
04-16 09:30-00,2020-04-16 09:30:00,29.920000000000005,357.2,13.839999999999998,1.2400000000000002,229.2,09:30:00,9
04-16 10:00-00,2020-04-16 10:00:00,32.4,398.0,14.3,1.22,242.6,10:00:00,10
04-16 10:30-00,2020-04-16 10:30:00,27.9,433.8,14.62,1.3,249.2,10:30:00,10
04-16 11:00-00,2020-04-16 11:00:00,22.060000000000002,499.2,15.14,1.2200000000000002,194.6,11:00:00,11
04-16 11:30-00,2020-04-16 11:30:00,26.26,482.0,15.5,1.3800000000000001,226.2,11:30:00,11
04-16 12:00-00,2020-04-16 12:00:00,22.080000000000002,539.8,16.0,1.6199999999999999,237.8,12:00:00,12
04-16 12:30-00,2020-04-16 12:30:00,23.22,515.4,16.240000000000002,1.7399999999999998,245.4,12:30:00,12
04-16 13:00-00,2020-04-16 13:00:00,24.12,510.6,16.62,2.06,241.6,13:00:00,13
04-16 13:30-00,2020-04-16 13:30:00,19.259999999999998,527.0,16.66,2.18,240.2,13:30:00,13
04-16 14:00-00,2020-04-16 14:00:00,21.72,460.0,16.84,1.64,245.6,14:00:00,14
04-16 14:30-00,2020-04-16 14:30:00,22.8,547.0,17.36,1.78,247.4,14:30:00,14
04-16 15:00-00,2020-04-16 15:00:00,18.640000000000004,484.0,17.619999999999997,1.94,242.0,15:00:00,15
04-16 15:30-00,2020-04-16 15:30:00,20.16,406.2,17.520000000000003,1.78,246.6,15:30:00,15
04-16 16:00-00,2020-04-16 16:00:00,19.919999999999998,409.8,17.9,1.8800000000000001,241.4,16:00:00,16
04-16 16:30-00,2020-04-16 16:30:00,19.880000000000003,326.4,18.04,1.9,239.0,16:30:00,16
04-16 17:00-00,2020-04-16 17:00:00,22.5,180.0,17.8,1.7799999999999998,240.2,17:00:00,17
04-16 17:30-00,2020-04-16 17:30:00,25.839999999999996,97.0,17.520000000000003,1.7,243.4,17:30:00,17
04-16 18:00-00,2020-04-16 18:00:00,26.24,89.0,17.279999999999998,1.7600000000000002,244.6,18:00:00,18
04-16 18:30-00,2020-04-16 18:30:00,24.68,53.6,16.72,1.48,260.2,18:30:00,18
04-16 19:00-00,2020-04-16 19:00:00,28.619999999999997,20.8,16.240000000000002,0.9600000000000002,261.8,19:00:00,19
04-16 19:30-00,2020-04-16 19:30:00,33.42,9.2,15.819999999999999,0.7999999999999998,269.2,19:30:00,19
04-16 20:00-00,2020-04-16 20:00:00,28.420000000000005,7.2,15.3,0.8800000000000001,219.0,20:00:00,20
04-16 20:30-00,2020-04-16 20:30:00,31.18,6.6,14.839999999999998,0.58,236.6,20:30:00,20
04-16 21:00-00,2020-04-16 21:00:00,25.779999999999994,6.6,14.36,0.45999999999999996,198.4,21:00:00,21
04-16 21:30-00,2020-04-16 21:30:00,26.020000000000003,6.6,13.780000000000001,0.72,192.8,21:30:00,21
04-16 22:00-00,2020-04-16 22:00:00,22.759999999999998,6.6,13.479999999999999,0.5800000000000001,191.4,22:00:00,22
04-16 22:30-00,2020-04-16 22:30:00,22.3,6.6,13.040000000000001,0.7,180.2,22:30:00,22
04-16 23:00-00,2020-04-16 23:00:00,20.02,6.8,12.7,0.78,213.0,23:00:00,23
04-16 23:30-00,2020-04-16 23:30:00,22.48,7.0,12.379999999999999,0.5,206.6,23:30:00,23
04-17 00:00-00,2020-04-17 00:00:00,21.3,6.8,12.139999999999999,0.52,209.2,00:00:00,0
04-17 00:30-00,2020-04-17 00:30:00,17.240000000000002,6.8,11.6,0.72,176.6,00:30:00,0
04-17 01:00-00,2020-04-17 01:00:00,17.279999999999998,6.8,11.22,0.7,249.0,01:00:00,1
04-17 01:30-00,2020-04-17 01:30:00,15.959999999999999,6.8,10.919999999999998,0.7400000000000001,210.2,01:30:00,1
04-17 02:00-00,2020-04-17 02:00:00,16.699999999999996,6.8,10.48,0.9600000000000002,219.4,02:00:00,2
04-17 02:30-00,2020-04-17 02:30:00,14.0,6.8,10.219999999999999,0.86,199.2,02:30:00,2
04-17 03:00-00,2020-04-17 03:00:00,15.5,6.8,9.92,0.9,219.6,03:00:00,3
04-17 03:30-00,2020-04-17 03:30:00,14.575,6.8,9.8,0.82,189.0,03:30:00,3
04-17 04:00-00,2020-04-17 04:00:00,15.2,6.8,9.66,0.9400000000000001,213.4,04:00:00,4
04-17 04:30-00,2020-04-17 04:30:00,15.020000000000001,6.8,9.66,0.8799999999999999,186.2,04:30:00,4
04-17 05:00-00,2020-04-17 05:00:00,18.919999999999998,6.8,9.48,0.9600000000000002,213.6,05:00:00,5
04-17 05:30-00,2020-04-17 05:30:00,25.1,7.4,9.16,0.78,233.0,05:30:00,5
04-17 06:00-00,2020-04-17 06:00:00,26.140000000000004,13.8,8.959999999999999,0.9,189.4,06:00:00,6
04-17 06:30-00,2020-04-17 06:30:00,31.48,33.6,9.040000000000001,0.9600000000000002,224.2,06:30:00,6
04-17 07:00-00,2020-04-17 07:00:00,29.68,59.2,9.319999999999999,1.1,219.4,07:00:00,7
04-17 07:30-00,2020-04-17 07:30:00,34.67999999999999,75.2,9.639999999999999,1.1800000000000002,243.6,07:30:00,7
04-17 08:00-00,2020-04-17 08:00:00,31.919999999999998,127.2,9.98,1.32,208.6,08:00:00,8
04-17 08:30-00,2020-04-17 08:30:00,28.859999999999996,203.8,10.680000000000001,1.3000000000000003,205.2,08:30:00,8
04-17 09:00-00,2020-04-17 09:00:00,28.325,253.8,11.220000000000002,1.36,240.8,09:00:00,9
04-17 09:30-00,2020-04-17 09:30:00,26.475,352.6,11.639999999999999,1.54,240.6,09:30:00,9
04-17 10:00-00,2020-04-17 10:00:00,25.619999999999997,373.0,12.1,1.56,252.0,10:00:00,10
04-17 10:30-00,2020-04-17 10:30:00,20.96,457.6,12.78,1.5800000000000003,236.8,10:30:00,10
04-17 11:00-00,2020-04-17 11:00:00,20.919999999999998,484.6,13.38,1.78,263.2,11:00:00,11
04-17 11:30-00,2020-04-17 11:30:00,20.3,456.0,13.219999999999999,2.16,269.0,11:30:00,11
04-17 12:00-00,2020-04-17 12:00:00,22.419999999999998,471.6,13.459999999999999,1.78,270.8,12:00:00,12
04-17 12:30-00,2020-04-17 12:30:00,21.02,446.2,13.48,2.1399999999999997,267.0,12:30:00,12
04-17 13:00-00,2020-04-17 13:00:00,20.080000000000002,427.6,13.419999999999998,1.9,278.2,13:00:00,13
04-17 13:30-00,2020-04-17 13:30:00,20.6,505.8,13.62,1.6199999999999999,312.4,13:30:00,13
04-17 14:00-00,2020-04-17 14:00:00,21.14,487.8,13.98,1.8399999999999999,291.6,14:00:00,14
04-17 14:30-00,2020-04-17 14:30:00,18.1,388.8,14.2,1.8599999999999999,235.0,14:30:00,14
04-17 15:00-00,2020-04-17 15:00:00,17.46,430.8,14.36,1.36,314.0,15:00:00,15
04-17 15:30-00,2020-04-17 15:30:00,17.16,351.6,14.679999999999998,1.08,195.6,15:30:00,15
04-17 16:00-00,2020-04-17 16:00:00,20.380000000000003,335.8,14.919999999999998,1.5,212.0,16:00:00,16
04-17 16:30-00,2020-04-17 16:30:00,25.360000000000003,369.2,15.439999999999998,1.72,252.0,16:30:00,16
04-17 17:00-00,2020-04-17 17:00:00,25.68,295.2,15.7,1.5199999999999998,234.8,17:00:00,17
04-17 17:30-00,2020-04-17 17:30:00,25.839999999999996,255.6,15.940000000000001,1.3,227.0,17:30:00,17
04-17 18:00-00,2020-04-17 18:00:00,21.6,173.8,16.0,1.2600000000000002,200.6,18:00:00,18
04-17 18:30-00,2020-04-17 18:30:00,23.72,87.4,15.379999999999999,1.4999999999999998,221.6,18:30:00,18
04-17 19:00-00,2020-04-17 19:00:00,24.8,38.2,14.86,1.3199999999999998,236.4,19:00:00,19
04-17 19:30-00,2020-04-17 19:30:00,26.160000000000004,13.6,13.86,0.8400000000000001,168.6,19:30:00,19
04-17 20:00-00,2020-04-17 20:00:00,24.16,7.2,12.66,0.6799999999999999,104.2,20:00:00,20
04-17 20:30-00,2020-04-17 20:30:00,19.68,6.8,12.059999999999999,0.9400000000000001,111.2,20:30:00,20
04-17 21:00-00,2020-04-17 21:00:00,17.740000000000002,6.8,12.18,1.1400000000000001,109.2,21:00:00,21
04-17 21:30-00,2020-04-17 21:30:00,17.9,6.8,12.22,1.1,141.0,21:30:00,21
04-17 22:00-00,2020-04-17 22:00:00,16.98,6.8,11.940000000000001,1.08,96.8,22:00:00,22
04-17 22:30-00,2020-04-17 22:30:00,15.86,6.8,11.6,1.28,144.2,22:30:00,22
04-17 23:00-00,2020-04-17 23:00:00,15.14,6.8,11.379999999999999,1.44,148.8,23:00:00,23
04-17 23:30-00,2020-04-17 23:30:00,14.579999999999998,7.0,11.3,1.36,86.2,23:30:00,23
04-18 00:00-00,2020-04-18 00:00:00,13.7,6.8,11.3,1.1199999999999999,130.4,00:00:00,0
04-18 00:30-00,2020-04-18 00:30:00,12.120000000000001,6.8,11.120000000000001,1.1199999999999999,213.8,00:30:00,0
04-18 01:00-00,2020-04-18 01:00:00,12.84,6.6,10.48,1.0399999999999998,230.2,01:00:00,1
04-18 01:30-00,2020-04-18 01:30:00,17.0,6.6,9.98,1.14,191.6,01:30:00,1
04-18 02:00-00,2020-04-18 02:00:00,14.440000000000001,6.8,9.78,1.2,213.4,02:00:00,2
04-18 02:30-00,2020-04-18 02:30:00,13.899999999999999,6.8,9.24,1.0399999999999998,169.0,02:30:00,2
04-18 03:00-00,2020-04-18 03:00:00,15.780000000000001,6.8,8.919999999999998,1.32,191.4,03:00:00,3
04-18 03:30-00,2020-04-18 03:30:00,14.780000000000001,6.8,8.760000000000002,1.1199999999999999,243.2,03:30:00,3
04-18 04:00-00,2020-04-18 04:00:00,13.279999999999998,7.0,8.64,1.48,186.0,04:00:00,4
04-18 04:30-00,2020-04-18 04:30:00,14.38,6.8,8.64,1.56,188.2,04:30:00,4
04-18 05:00-00,2020-04-18 05:00:00,18.96,6.8,8.52,1.28,192.0,05:00:00,5
04-18 05:30-00,2020-04-18 05:30:00,25.46,8.0,7.88,1.3,217.0,05:30:00,5
04-18 06:00-00,2020-04-18 06:00:00,32.72,19.0,7.659999999999999,1.22,232.2,06:00:00,6
04-18 06:30-00,2020-04-18 06:30:00,35.339999999999996,50.0,7.92,1.28,279.0,06:30:00,6
04-18 07:00-00,2020-04-18 07:00:00,34.98,105.8,8.48,1.56,229.4,07:00:00,7
04-18 07:30-00,2020-04-18 07:30:00,31.7,123.6,9.14,1.6800000000000002,185.4,07:30:00,7
04-18 08:00-00,2020-04-18 08:00:00,29.080000000000002,188.8,9.7,1.8999999999999997,222.8,08:00:00,8
04-18 08:30-00,2020-04-18 08:30:00,30.860000000000003,289.0,10.38,1.8399999999999999,216.4,08:30:00,8
04-18 09:00-00,2020-04-18 09:00:00,31.640000000000004,368.4,10.84,1.7200000000000002,224.0,09:00:00,9
04-18 09:30-00,2020-04-18 09:30:00,27.8,436.4,11.46,1.7799999999999998,225.4,09:30:00,9
04-18 10:00-00,2020-04-18 10:00:00,20.049999999999997,556.4,12.079999999999998,1.94,227.2,10:00:00,10
04-18 10:30-00,2020-04-18 10:30:00,16.575,595.8,12.98,1.8199999999999998,221.8,10:30:00,10
04-18 11:00-00,2020-04-18 11:00:00,23.020000000000003,609.4,13.24,1.7400000000000002,223.2,11:00:00,11
04-18 11:30-00,2020-04-18 11:30:00,20.740000000000002,682.6,14.040000000000001,1.48,238.4,11:30:00,11
04-18 12:00-00,2020-04-18 12:00:00,20.419999999999998,541.6,14.62,1.7399999999999998,158.8,12:00:00,12
04-18 12:30-00,2020-04-18 12:30:00,16.259999999999998,653.4,15.219999999999999,1.64,174.4,12:30:00,12
04-18 13:00-00,2020-04-18 13:00:00,15.660000000000002,633.6,15.8,1.8799999999999997,222.6,13:00:00,13
04-18 13:30-00,2020-04-18 13:30:00,14.4,669.8,16.3,1.8,96.0,13:30:00,13
04-18 14:00-00,2020-04-18 14:00:00,10.6,685.6,16.580000000000002,2.04,188.4,14:00:00,14
04-18 14:30-00,2020-04-18 14:30:00,10.2,681.0,16.82,1.8199999999999998,111.8,14:30:00,14
04-18 15:00-00,2020-04-18 15:00:00,11.68,681.0,17.18,2.3,198.0,15:00:00,15
04-18 15:30-00,2020-04-18 15:30:00,12.84,610.4,17.2,2.16,172.6,15:30:00,15
04-18 16:00-00,2020-04-18 16:00:00,12.36,420.8,16.98,1.78,184.0,16:00:00,16
04-18 16:30-00,2020-04-18 16:30:00,11.34,421.8,16.78,1.7,151.6,16:30:00,16
04-18 17:00-00,2020-04-18 17:00:00,14.239999999999998,301.4,16.84,1.7600000000000002,186.2,17:00:00,17
04-18 17:30-00,2020-04-18 17:30:00,14.279999999999998,261.6,16.9,1.8399999999999999,190.4,17:30:00,17
04-18 18:00-00,2020-04-18 18:00:00,14.919999999999998,161.2,16.44,1.7399999999999998,121.8,18:00:00,18
04-18 18:30-00,2020-04-18 18:30:00,13.940000000000001,119.6,16.14,1.42,189.4,18:30:00,18
04-18 19:00-00,2020-04-18 19:00:00,16.4,53.2,15.74,1.3,121.2,19:00:00,19
04-18 19:30-00,2020-04-18 19:30:00,14.0,14.8,14.88,1.4200000000000002,51.6,19:30:00,19
04-18 20:00-00,2020-04-18 20:00:00,14.14,7.2,14.280000000000001,1.1800000000000002,124.2,20:00:00,20
04-18 20:30-00,2020-04-18 20:30:00,17.66,6.6,13.580000000000002,1.22,174.8,20:30:00,20
04-18 21:00-00,2020-04-18 21:00:00,17.279999999999998,6.6,13.1,1.2799999999999998,135.0,21:00:00,21
04-18 21:30-00,2020-04-18 21:30:00,20.68,6.8,12.7,1.22,138.2,21:30:00,21
04-18 22:00-00,2020-04-18 22:00:00,22.4,6.8,12.48,1.1800000000000002,177.0,22:00:00,22
04-18 22:30-00,2020-04-18 22:30:00,19.32,6.6,12.059999999999999,1.3,156.8,22:30:00,22
04-18 23:00-00,2020-04-18 23:00:00,18.4,6.6,11.459999999999999,1.42,165.6,23:00:00,23
04-18 23:30-00,2020-04-18 23:30:00,17.44,6.6,10.92,1.2399999999999998,163.6,23:30:00,23
04-19 00:00-00,2020-04-19 00:00:00,16.779999999999998,6.8,10.459999999999999,1.3599999999999999,155.8,00:00:00,0
04-19 00:30-00,2020-04-19 00:30:00,14.3,6.8,10.26,1.36,163.8,00:30:00,0
04-19 01:00-00,2020-04-19 01:00:00,11.56,6.8,9.96,1.26,154.0,01:00:00,1
04-19 01:30-00,2020-04-19 01:30:00,13.219999999999999,6.8,9.8,1.0,184.2,01:30:00,1
04-19 02:00-00,2020-04-19 02:00:00,11.32,6.8,9.459999999999999,1.3,167.6,02:00:00,2
04-19 02:30-00,2020-04-19 02:30:00,10.149999999999999,6.8,9.2,1.6,177.2,02:30:00,2
04-19 03:00-00,2020-04-19 03:00:00,12.22,6.8,8.819999999999999,1.6800000000000002,168.2,03:00:00,3
04-19 03:30-00,2020-04-19 03:30:00,11.575000000000001,6.8,8.68,1.7,170.8,03:30:00,3
04-19 04:00-00,2020-04-19 04:00:00,12.280000000000001,6.8,8.64,1.48,162.2,04:00:00,4
04-19 04:30-00,2020-04-19 04:30:00,12.819999999999999,6.8,8.72,1.38,161.4,04:30:00,4
04-19 05:00-00,2020-04-19 05:00:00,15.040000000000001,7.0,8.620000000000001,1.34,168.4,05:00:00,5
04-19 05:30-00,2020-04-19 05:30:00,18.7,8.6,8.74,0.9399999999999998,147.2,05:30:00,5
04-19 06:00-00,2020-04-19 06:00:00,21.06,20.6,9.180000000000001,1.1199999999999999,211.8,06:00:00,6
04-19 06:30-00,2020-04-19 06:30:00,22.939999999999998,60.6,9.32,1.3599999999999999,202.6,06:30:00,6
04-19 07:00-00,2020-04-19 07:00:00,22.119999999999997,126.0,9.940000000000001,1.3,200.8,07:00:00,7
04-19 07:30-00,2020-04-19 07:30:00,24.7,146.4,10.68,0.9400000000000001,201.0,07:30:00,7
04-19 08:00-00,2020-04-19 08:00:00,24.720000000000002,237.6,11.44,1.1199999999999999,180.4,08:00:00,8
04-19 08:30-00,2020-04-19 08:30:00,16.72,381.0,12.0,1.7600000000000002,178.6,08:30:00,8
04-19 09:00-00,2020-04-19 09:00:00,16.979999999999997,443.6,12.62,1.8199999999999998,170.0,09:00:00,9
04-19 09:30-00,2020-04-19 09:30:00,17.08,482.0,13.280000000000001,1.8199999999999998,167.4,09:30:00,9
04-19 10:00-00,2020-04-19 10:00:00,18.080000000000002,500.2,13.84,1.8200000000000003,177.2,10:00:00,10
04-19 10:30-00,2020-04-19 10:30:00,14.079999999999998,616.0,14.560000000000002,1.78,190.6,10:30:00,10
04-19 11:00-00,2020-04-19 11:00:00,14.580000000000002,582.4,15.12,1.78,201.2,11:00:00,11
04-19 11:30-00,2020-04-19 11:30:00,16.580000000000002,669.2,15.62,1.6799999999999997,190.0,11:30:00,11
04-19 12:00-00,2020-04-19 12:00:00,13.819999999999999,699.6,16.4,1.86,187.4,12:00:00,12
04-19 12:30-00,2020-04-19 12:30:00,11.940000000000001,720.6,16.880000000000003,1.9,197.8,12:30:00,12
04-19 13:00-00,2020-04-19 13:00:00,11.7,683.6,17.419999999999998,1.8200000000000003,134.6,13:00:00,13
04-19 13:30-00,2020-04-19 13:30:00,10.459999999999999,726.4,17.8,2.04,128.4,13:30:00,13
04-19 14:00-00,2020-04-19 14:00:00,10.379999999999999,642.6,18.139999999999997,2.0200000000000005,131.8,14:00:00,14
04-19 14:30-00,2020-04-19 14:30:00,8.86,575.2,18.220000000000002,1.9799999999999998,141.8,14:30:00,14
04-19 15:00-00,2020-04-19 15:00:00,9.74,521.2,18.380000000000003,1.8399999999999999,138.0,15:00:00,15
04-19 15:30-00,2020-04-19 15:30:00,10.22,509.0,18.64,1.8800000000000001,145.6,15:30:00,15
04-19 16:00-00,2020-04-19 16:00:00,8.46,466.4,18.46,2.18,147.6,16:00:00,16
04-19 16:30-00,2020-04-19 16:30:00,10.86,384.6,18.479999999999997,1.5599999999999998,127.6,16:30:00,16
